ensembl_gene_id,chromosome_name,external_gene_name,transcript_count,description
ENSG00000108932,17,SLC16A6,4,"solute carrier family 16, member 6 [Source:HGNC Symbol;Acc:10927]"
ENSG00000108950,17,FAM20A,6,"family with sequence similarity 20, member A [Source:HGNC Symbol;Acc:23015]"
ENSG00000109047,17,RCVRN,2,recoverin [Source:HGNC Symbol;Acc:9937]
ENSG00000109061,17,MYH1,1,"myosin, heavy chain 1, skeletal muscle, adult [Source:HGNC Symbol;Acc:7567]"
ENSG00000109063,17,MYH3,6,"myosin, heavy chain 3, skeletal muscle, embryonic [Source:HGNC Symbol;Acc:7573]"
ENSG00000109072,17,VTN,6,vitronectin [Source:HGNC Symbol;Acc:12724]
ENSG00000109099,17,PMP22,8,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:9118]
ENSG00000109101,17,FOXN1,3,forkhead box N1 [Source:HGNC Symbol;Acc:12765]
ENSG00000109158,4,GABRA4,5,"gamma-aminobutyric acid (GABA) A receptor, alpha 4 [Source:HGNC Symbol;Acc:4078]"
ENSG00000109163,4,GNRHR,2,gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:4421]
ENSG00000109181,4,UGT2B10,2,"UDP glucuronosyltransferase 2 family, polypeptide B10 [Source:HGNC Symbol;Acc:12544]"
ENSG00000109182,4,CWH43,5,cell wall biogenesis 43 C-terminal homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26133]
ENSG00000109193,4,SULT1E1,3,"sulfotransferase family 1E, estrogen-preferring, member 1 [Source:HGNC Symbol;Acc:11377]"
ENSG00000109205,4,ODAM,5,"odontogenic, ameloblast asssociated [Source:HGNC Symbol;Acc:26043]"
ENSG00000109208,4,SMR3A,1,submaxillary gland androgen regulated protein 3A [Source:HGNC Symbol;Acc:19216]
ENSG00000109272,4,PF4V1,1,platelet factor 4 variant 1 [Source:HGNC Symbol;Acc:8862]
ENSG00000109321,4,AREG,4,amphiregulin [Source:HGNC Symbol;Acc:651]
ENSG00000109424,4,UCP1,1,"uncoupling protein 1 (mitochondrial, proton carrier) [Source:HGNC Symbol;Acc:12517]"
ENSG00000109436,4,TBC1D9,3,"TBC1 domain family, member 9 (with GRAM domain) [Source:HGNC Symbol;Acc:21710]"
ENSG00000109471,4,IL2,2,interleukin 2 [Source:HGNC Symbol;Acc:6001]
ENSG00000109511,4,ANXA10,3,annexin A10 [Source:HGNC Symbol;Acc:534]
ENSG00000109625,4,CPZ,10,carboxypeptidase Z [Source:HGNC Symbol;Acc:2333]
ENSG00000109667,4,SLC2A9,13,"solute carrier family 2 (facilitated glucose transporter), member 9 [Source:HGNC Symbol;Acc:13446]"
ENSG00000109684,4,CLNK,4,cytokine-dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:17438]
ENSG00000109705,4,NKX3-2,1,NK3 homeobox 2 [Source:HGNC Symbol;Acc:951]
ENSG00000109738,4,GLRB,7,"glycine receptor, beta [Source:HGNC Symbol;Acc:4329]"
ENSG00000109743,4,BST1,5,bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:1118]
ENSG00000109758,4,HGFAC,4,HGF activator [Source:HGNC Symbol;Acc:4894]
ENSG00000109771,4,LRP2BP,5,LRP2 binding protein [Source:HGNC Symbol;Acc:25434]
ENSG00000109819,4,PPARGC1A,15,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha [Source:HGNC Symbol;Acc:9237]"
ENSG00000109851,11,DBX1,2,developing brain homeobox 1 [Source:HGNC Symbol;Acc:33185]
ENSG00000109927,11,TECTA,3,tectorin alpha [Source:HGNC Symbol;Acc:11720]
ENSG00000109943,11,CRTAM,3,cytotoxic and regulatory T cell molecule [Source:HGNC Symbol;Acc:24313]
ENSG00000109944,11,C11orf63,4,chromosome 11 open reading frame 63 [Source:HGNC Symbol;Acc:26288]
ENSG00000110025,11,SNX15,7,sorting nexin 15 [Source:HGNC Symbol;Acc:14978]
ENSG00000110077,11,MS4A6A,22,"membrane-spanning 4-domains, subfamily A, member 6A [Source:HGNC Symbol;Acc:13375]"
ENSG00000110079,11,MS4A4A,8,"membrane-spanning 4-domains, subfamily A, member 4A [Source:HGNC Symbol;Acc:13371]"
ENSG00000110169,11,HPX,12,hemopexin [Source:HGNC Symbol;Acc:5171]
ENSG00000110195,11,FOLR1,4,folate receptor 1 (adult) [Source:HGNC Symbol;Acc:3791]
ENSG00000110203,11,FOLR3,7,folate receptor 3 (gamma) [Source:HGNC Symbol;Acc:3795]
ENSG00000110243,11,APOA5,3,apolipoprotein A-V [Source:HGNC Symbol;Acc:17288]
ENSG00000110244,11,APOA4,1,apolipoprotein A-IV [Source:HGNC Symbol;Acc:602]
ENSG00000110245,11,APOC3,4,apolipoprotein C-III [Source:HGNC Symbol;Acc:610]
ENSG00000110375,11,UPK2,2,uroplakin 2 [Source:HGNC Symbol;Acc:12579]
ENSG00000110436,11,SLC1A2,8,"solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:HGNC Symbol;Acc:10940]"
ENSG00000110448,11,CD5,2,CD5 molecule [Source:HGNC Symbol;Acc:1685]
ENSG00000110484,11,SCGB2A2,2,"secretoglobin, family 2A, member 2 [Source:HGNC Symbol;Acc:7050]"
ENSG00000110665,11,C11orf21,4,chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:13231]
ENSG00000110675,11,ELMOD1,7,ELMO/CED-12 domain containing 1 [Source:HGNC Symbol;Acc:25334]
ENSG00000110680,11,CALCA,7,calcitonin-related polypeptide alpha [Source:HGNC Symbol;Acc:1437]
ENSG00000110777,11,POU2AF1,12,POU class 2 associating factor 1 [Source:HGNC Symbol;Acc:9211]
ENSG00000110799,12,VWF,8,von Willebrand factor [Source:HGNC Symbol;Acc:12726]
ENSG00000110848,12,CD69,4,CD69 molecule [Source:HGNC Symbol;Acc:1694]
ENSG00000110852,12,CLEC2B,4,"C-type lectin domain family 2, member B [Source:HGNC Symbol;Acc:2053]"
ENSG00000110876,12,SELPLG,3,selectin P ligand [Source:HGNC Symbol;Acc:10722]
ENSG00000110887,12,DAO,8,D-amino-acid oxidase [Source:HGNC Symbol;Acc:2671]
ENSG00000111012,12,CYP27B1,7,"cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:2606]"
ENSG00000111046,12,MYF6,1,myogenic factor 6 (herculin) [Source:HGNC Symbol;Acc:7566]
ENSG00000111049,12,MYF5,1,myogenic factor 5 [Source:HGNC Symbol;Acc:7565]
ENSG00000111181,12,SLC6A12,17,"solute carrier family 6 (neurotransmitter transporter), member 12 [Source:HGNC Symbol;Acc:11045]"
ENSG00000111241,12,FGF6,3,fibroblast growth factor 6 [Source:HGNC Symbol;Acc:3684]
ENSG00000111245,12,MYL2,4,"myosin, light chain 2, regulatory, cardiac, slow [Source:HGNC Symbol;Acc:7583]"
ENSG00000111254,12,AKAP3,6,A kinase (PRKA) anchor protein 3 [Source:HGNC Symbol;Acc:373]
ENSG00000111262,12,KCNA1,3,"potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia) [Source:HGNC Symbol;Acc:6218]"
ENSG00000111291,12,GPRC5D,3,"G protein-coupled receptor, family C, group 5, member D [Source:HGNC Symbol;Acc:13310]"
ENSG00000111305,12,GSG1,11,germ cell associated 1 [Source:HGNC Symbol;Acc:19716]
ENSG00000111335,12,OAS2,6,"2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:8087]"
ENSG00000111339,12,ART4,4,ADP-ribosyltransferase 4 (Dombrock blood group) [Source:HGNC Symbol;Acc:726]
ENSG00000111341,12,MGP,4,matrix Gla protein [Source:HGNC Symbol;Acc:7060]
ENSG00000111344,12,RASAL1,10,RAS protein activator like 1 (GAP1 like) [Source:HGNC Symbol;Acc:9873]
ENSG00000111404,12,RERGL,5,RERG/RAS-like [Source:HGNC Symbol;Acc:26213]
ENSG00000111405,12,ENDOU,5,"endonuclease, polyU-specific [Source:HGNC Symbol;Acc:14369]"
ENSG00000111424,12,VDR,9,"vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]"
ENSG00000111452,12,GPR133,16,G protein-coupled receptor 133 [Source:HGNC Symbol;Acc:19893]
ENSG00000111490,12,TBC1D30,7,"TBC1 domain family, member 30 [Source:HGNC Symbol;Acc:29164]"
ENSG00000111536,12,IL26,1,interleukin 26 [Source:HGNC Symbol;Acc:17119]
ENSG00000111537,12,IFNG,1,"interferon, gamma [Source:HGNC Symbol;Acc:5438]"
ENSG00000111644,12,ACRBP,9,acrosin binding protein [Source:HGNC Symbol;Acc:17195]
ENSG00000111700,12,SLCO1B3,6,"solute carrier organic anion transporter family, member 1B3 [Source:HGNC Symbol;Acc:10961]"
ENSG00000111701,12,APOBEC1,2,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 [Source:HGNC Symbol;Acc:604]"
ENSG00000111713,12,GYS2,1,glycogen synthase 2 (liver) [Source:HGNC Symbol;Acc:4707]
ENSG00000111727,12,HCFC2,6,host cell factor C2 [Source:HGNC Symbol;Acc:24972]
ENSG00000111729,12,CLEC4A,5,"C-type lectin domain family 4, member A [Source:HGNC Symbol;Acc:13257]"
ENSG00000111732,12,AICDA,6,activation-induced cytidine deaminase [Source:HGNC Symbol;Acc:13203]
ENSG00000111780,12,AL021546.6,1,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:J3KMY1]"
ENSG00000111783,12,RFX4,12,"regulatory factor X, 4 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9985]"
ENSG00000111796,12,KLRB1,1,"killer cell lectin-like receptor subfamily B, member 1 [Source:HGNC Symbol;Acc:6373]"
ENSG00000111799,6,COL12A1,10,"collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:2188]"
ENSG00000111801,6,BTN3A3,16,"butyrophilin, subfamily 3, member A3 [Source:HGNC Symbol;Acc:1140]"
ENSG00000111816,6,FRK,2,fyn-related kinase [Source:HGNC Symbol;Acc:3955]
ENSG00000111834,6,RSPH4A,3,radial spoke head 4 homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:21558]
ENSG00000111837,6,MAK,5,male germ cell-associated kinase [Source:HGNC Symbol;Acc:6816]
ENSG00000111863,6,ADTRP,11,androgen-dependent TFPI-regulating protein [Source:HGNC Symbol;Acc:21214]
ENSG00000111886,6,GABRR2,4,"gamma-aminobutyric acid (GABA) A receptor, rho 2 [Source:HGNC Symbol;Acc:4091]"
ENSG00000111981,6,ULBP1,1,UL16 binding protein 1 [Source:HGNC Symbol;Acc:14893]
ENSG00000112038,6,OPRM1,23,"opioid receptor, mu 1 [Source:HGNC Symbol;Acc:8156]"
ENSG00000112041,6,TULP1,7,tubby like protein 1 [Source:HGNC Symbol;Acc:12423]
ENSG00000112053,6,SLC26A8,8,"solute carrier family 26 (anion exchanger), member 8 [Source:HGNC Symbol;Acc:14468]"
ENSG00000112077,6,RHAG,2,Rh-associated glycoprotein [Source:HGNC Symbol;Acc:10006]
ENSG00000112115,6,IL17A,1,interleukin 17A [Source:HGNC Symbol;Acc:5981]
ENSG00000112116,6,IL17F,2,interleukin 17F [Source:HGNC Symbol;Acc:16404]
ENSG00000112139,6,MDGA1,11,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:19267]
ENSG00000112164,6,GLP1R,1,glucagon-like peptide 1 receptor [Source:HGNC Symbol;Acc:4324]
ENSG00000112175,6,BMP5,2,bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:1072]
ENSG00000112183,6,RBM24,8,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:21539]
ENSG00000112195,6,TREML2,1,triggering receptor expressed on myeloid cells-like 2 [Source:HGNC Symbol;Acc:21092]
ENSG00000112212,6,TSPO2,3,translocator protein 2 [Source:HGNC Symbol;Acc:21256]
ENSG00000112214,6,FHL5,3,four and a half LIM domains 5 [Source:HGNC Symbol;Acc:17371]
ENSG00000112238,6,PRDM13,2,PR domain containing 13 [Source:HGNC Symbol;Acc:13998]
ENSG00000112246,6,SIM1,4,single-minded family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:10882]
ENSG00000112299,6,VNN1,1,vanin 1 [Source:HGNC Symbol;Acc:12705]
ENSG00000112303,6,VNN2,16,vanin 2 [Source:HGNC Symbol;Acc:12706]
ENSG00000112319,6,EYA4,14,eyes absent homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:3522]
ENSG00000112333,6,NR2E1,4,"nuclear receptor subfamily 2, group E, member 1 [Source:HGNC Symbol;Acc:7973]"
ENSG00000112337,6,SLC17A2,3,"solute carrier family 17, member 2 [Source:HGNC Symbol;Acc:10930]"
ENSG00000112462,6,OR12D3,1,"olfactory receptor, family 12, subfamily D, member 3 [Source:HGNC Symbol;Acc:13963]"
ENSG00000112486,6,CCR6,3,chemokine (C-C motif) receptor 6 [Source:HGNC Symbol;Acc:1607]
ENSG00000112494,6,UNC93A,5,unc-93 homolog A (C. elegans) [Source:HGNC Symbol;Acc:12570]
ENSG00000112499,6,SLC22A2,6,"solute carrier family 22 (organic cation transporter), member 2 [Source:HGNC Symbol;Acc:10966]"
ENSG00000112539,6,C6orf118,4,chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:21233]
ENSG00000112599,6,GUCA1B,1,guanylate cyclase activator 1B (retina) [Source:HGNC Symbol;Acc:4679]
ENSG00000112619,6,PRPH2,1,"peripherin 2 (retinal degeneration, slow) [Source:HGNC Symbol;Acc:9942]"
ENSG00000112706,6,IMPG1,3,interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:6055]
ENSG00000112761,6,WISP3,9,WNT1 inducible signaling pathway protein 3 [Source:HGNC Symbol;Acc:12771]
ENSG00000112799,6,LY86,2,lymphocyte antigen 86 [Source:HGNC Symbol;Acc:16837]
ENSG00000112818,6,MEP1A,1,"meprin A, alpha (PABA peptide hydrolase) [Source:HGNC Symbol;Acc:7015]"
ENSG00000112837,6,TBX18,7,T-box 18 [Source:HGNC Symbol;Acc:11595]
ENSG00000112936,5,C7,7,complement component 7 [Source:HGNC Symbol;Acc:1346]
ENSG00000112964,5,GHR,7,growth hormone receptor [Source:HGNC Symbol;Acc:4263]
ENSG00000112981,5,NME5,6,NME/NM23 family member 5 [Source:HGNC Symbol;Acc:7853]
ENSG00000113073,5,SLC4A9,7,"solute carrier family 4, sodium bicarbonate cotransporter, member 9 [Source:HGNC Symbol;Acc:11035]"
ENSG00000113083,5,LOX,5,lysyl oxidase [Source:HGNC Symbol;Acc:6664]
ENSG00000113088,5,GZMK,2,granzyme K (granzyme 3; tryptase II) [Source:HGNC Symbol;Acc:4711]
ENSG00000113100,5,CDH9,5,"cadherin 9, type 2 (T1-cadherin) [Source:HGNC Symbol;Acc:1768]"
ENSG00000113196,5,HAND1,1,heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:4807]
ENSG00000113205,5,PCDHB3,1,protocadherin beta 3 [Source:HGNC Symbol;Acc:8688]
ENSG00000113211,5,PCDHB6,2,protocadherin beta 6 [Source:HGNC Symbol;Acc:8691]
ENSG00000113212,5,PCDHB7,1,protocadherin beta 7 [Source:HGNC Symbol;Acc:8692]
ENSG00000113231,5,PDE8B,9,phosphodiesterase 8B [Source:HGNC Symbol;Acc:8794]
ENSG00000113249,5,HAVCR1,7,hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:17866]
ENSG00000113262,5,GRM6,5,"glutamate receptor, metabotropic 6 [Source:HGNC Symbol;Acc:4598]"
ENSG00000113263,5,ITK,10,IL2-inducible T-cell kinase [Source:HGNC Symbol;Acc:6171]
ENSG00000113302,5,IL12B,1,"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]"
ENSG00000113303,5,BTNL8,10,butyrophilin-like 8 [Source:HGNC Symbol;Acc:26131]
ENSG00000113389,5,NPR3,7,natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) [Source:HGNC Symbol;Acc:7945]
ENSG00000113492,5,AGXT2,5,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:14412]
ENSG00000113520,5,IL4,3,interleukin 4 [Source:HGNC Symbol;Acc:6014]
ENSG00000113525,5,IL5,3,"interleukin 5 (colony-stimulating factor, eosinophil) [Source:HGNC Symbol;Acc:6016]"
ENSG00000113555,5,PCDH12,3,protocadherin 12 [Source:HGNC Symbol;Acc:8657]
ENSG00000113578,5,FGF1,12,fibroblast growth factor 1 (acidic) [Source:HGNC Symbol;Acc:3665]
ENSG00000113600,5,C9,4,complement component 9 [Source:HGNC Symbol;Acc:1358]
ENSG00000113722,5,CDX1,1,caudal type homeobox 1 [Source:HGNC Symbol;Acc:1805]
ENSG00000113805,3,CNTN3,2,contactin 3 (plasmacytoma associated) [Source:HGNC Symbol;Acc:2173]
ENSG00000113889,3,KNG1,3,kininogen 1 [Source:HGNC Symbol;Acc:6383]
ENSG00000113905,3,HRG,3,histidine-rich glycoprotein [Source:HGNC Symbol;Acc:5181]
ENSG00000113924,3,HGD,10,"homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:4892]"
ENSG00000113946,3,CLDN16,3,claudin 16 [Source:HGNC Symbol;Acc:2037]
ENSG00000114013,3,CD86,9,CD86 molecule [Source:HGNC Symbol;Acc:1705]
ENSG00000114113,3,RBP2,3,"retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:9920]"
ENSG00000114124,3,GRK7,1,G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:17031]
ENSG00000114166,3,KAT2B,5,K(lysine) acetyltransferase 2B [Source:HGNC Symbol;Acc:8638]
ENSG00000114204,3,SERPINI2,8,"serpin peptidase inhibitor, clade I (pancpin), member 2 [Source:HGNC Symbol;Acc:8945]"
ENSG00000114248,3,LRRC31,4,leucine rich repeat containing 31 [Source:HGNC Symbol;Acc:26261]
ENSG00000114349,3,GNAT1,5,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1 [Source:HGNC Symbol;Acc:4393]"
ENSG00000114455,3,HHLA2,10,HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:4905]
ENSG00000114487,3,MORC1,2,MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:7198]
ENSG00000114547,3,ROPN1B,10,rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:31927]
ENSG00000114638,3,UPK1B,5,uroplakin 1B [Source:HGNC Symbol;Acc:12578]
ENSG00000114654,3,EFCC1,3,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:25692]
ENSG00000114670,3,NEK11,19,NIMA-related kinase 11 [Source:HGNC Symbol;Acc:18593]
ENSG00000114771,3,AADAC,2,arylacetamide deacetylase [Source:HGNC Symbol;Acc:17]
ENSG00000114786,3,ABHD14A-ACY1,4,ABHD14A-ACY1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:38856]
ENSG00000115008,2,IL1A,1,"interleukin 1, alpha [Source:HGNC Symbol;Acc:5991]"
ENSG00000115009,2,CCL20,4,chemokine (C-C motif) ligand 20 [Source:HGNC Symbol;Acc:10619]
ENSG00000115041,2,KCNIP3,7,"Kv channel interacting protein 3, calsenilin [Source:HGNC Symbol;Acc:15523]"
ENSG00000115085,2,ZAP70,9,zeta-chain (TCR) associated protein kinase 70kDa [Source:HGNC Symbol;Acc:12858]
ENSG00000115138,2,POMC,5,proopiomelanocortin [Source:HGNC Symbol;Acc:9201]
ENSG00000115155,2,OTOF,7,otoferlin [Source:HGNC Symbol;Acc:8515]
ENSG00000115165,2,CYTIP,9,cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:9506]
ENSG00000115221,2,ITGB6,10,"integrin, beta 6 [Source:HGNC Symbol;Acc:6161]"
ENSG00000115232,2,ITGA4,11,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) [Source:HGNC Symbol;Acc:6140]"
ENSG00000115252,2,PDE1A,13,"phosphodiesterase 1A, calmodulin-dependent [Source:HGNC Symbol;Acc:8774]"
ENSG00000115263,2,GCG,5,glucagon [Source:HGNC Symbol;Acc:4191]
ENSG00000115295,2,CLIP4,12,"CAP-GLY domain containing linker protein family, member 4 [Source:HGNC Symbol;Acc:26108]"
ENSG00000115353,2,TACR1,3,tachykinin receptor 1 [Source:HGNC Symbol;Acc:11526]
ENSG00000115361,2,ACADL,4,"acyl-CoA dehydrogenase, long chain [Source:HGNC Symbol;Acc:88]"
ENSG00000115386,2,REG1A,4,regenerating islet-derived 1 alpha [Source:HGNC Symbol;Acc:9951]
ENSG00000115474,2,KCNJ13,5,"potassium inwardly-rectifying channel, subfamily J, member 13 [Source:HGNC Symbol;Acc:6259]"
ENSG00000115488,2,NEU2,1,sialidase 2 (cytosolic sialidase) [Source:HGNC Symbol;Acc:7759]
ENSG00000115507,2,OTX1,6,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:8521]
ENSG00000115523,2,GNLY,14,granulysin [Source:HGNC Symbol;Acc:4414]
ENSG00000115556,2,PLCD4,15,"phospholipase C, delta 4 [Source:HGNC Symbol;Acc:9062]"
ENSG00000115590,2,IL1R2,9,"interleukin 1 receptor, type II [Source:HGNC Symbol;Acc:5994]"
ENSG00000115592,2,PRKAG3,8,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit [Source:HGNC Symbol;Acc:9387]"
ENSG00000115593,2,SMYD1,4,SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:20986]
ENSG00000115596,2,WNT6,2,"wingless-type MMTV integration site family, member 6 [Source:HGNC Symbol;Acc:12785]"
ENSG00000115598,2,IL1RL2,5,interleukin 1 receptor-like 2 [Source:HGNC Symbol;Acc:5999]
ENSG00000115602,2,IL1RL1,10,interleukin 1 receptor-like 1 [Source:HGNC Symbol;Acc:5998]
ENSG00000115604,2,IL18R1,5,interleukin 18 receptor 1 [Source:HGNC Symbol;Acc:5988]
ENSG00000115607,2,IL18RAP,4,interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:5989]
ENSG00000115616,2,SLC9A2,3,"solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2 [Source:HGNC Symbol;Acc:11072]"
ENSG00000115657,2,ABCB6,14,"ATP-binding cassette, sub-family B (MDR/TAP), member 6 [Source:HGNC Symbol;Acc:47]"
ENSG00000115665,2,SLC5A7,3,"solute carrier family 5 (sodium/choline cotransporter), member 7 [Source:HGNC Symbol;Acc:14025]"
ENSG00000115705,2,TPO,17,thyroid peroxidase [Source:HGNC Symbol;Acc:12015]
ENSG00000115718,2,PROC,12,protein C (inactivator of coagulation factors Va and VIIIa) [Source:HGNC Symbol;Acc:9451]
ENSG00000115844,2,DLX2,2,distal-less homeobox 2 [Source:HGNC Symbol;Acc:2915]
ENSG00000115850,2,LCT,2,lactase [Source:HGNC Symbol;Acc:6530]
ENSG00000115896,2,PLCL1,5,phospholipase C-like 1 [Source:HGNC Symbol;Acc:9063]
ENSG00000115919,2,KYNU,6,kynureninase [Source:HGNC Symbol;Acc:6469]
ENSG00000115956,2,PLEK,2,pleckstrin [Source:HGNC Symbol;Acc:9070]
ENSG00000116031,2,CD207,1,"CD207 molecule, langerin [Source:HGNC Symbol;Acc:17935]"
ENSG00000116032,19,GRIN3B,2,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3B [Source:HGNC Symbol;Acc:16768]"
ENSG00000116035,2,VAX2,1,ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:12661]
ENSG00000116039,2,ATP6V1B1,8,"ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1 [Source:HGNC Symbol;Acc:853]"
ENSG00000116132,1,PRRX1,8,paired related homeobox 1 [Source:HGNC Symbol;Acc:9142]
ENSG00000116147,1,TNR,3,tenascin R [Source:HGNC Symbol;Acc:11953]
ENSG00000116176,16,TPSG1,2,tryptase gamma 1 [Source:HGNC Symbol;Acc:14134]
ENSG00000116183,1,PAPPA2,5,pappalysin 2 [Source:HGNC Symbol;Acc:14615]
ENSG00000116194,1,ANGPTL1,3,angiopoietin-like 1 [Source:HGNC Symbol;Acc:489]
ENSG00000116218,1,NPHS2,2,"nephrosis 2, idiopathic, steroid-resistant (podocin) [Source:HGNC Symbol;Acc:13394]"
ENSG00000116299,1,KIAA1324,14,KIAA1324 [Source:HGNC Symbol;Acc:29618]
ENSG00000116329,1,OPRD1,1,"opioid receptor, delta 1 [Source:HGNC Symbol;Acc:8153]"
ENSG00000116652,1,DLEU2L,2,deleted in lymphocytic leukemia 2-like [Source:HGNC Symbol;Acc:13225]
ENSG00000116663,1,FBXO6,3,F-box protein 6 [Source:HGNC Symbol;Acc:13585]
ENSG00000116690,1,PRG4,7,proteoglycan 4 [Source:HGNC Symbol;Acc:9364]
ENSG00000116701,1,NCF2,7,neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:7661]
ENSG00000116703,1,PDC,4,phosducin [Source:HGNC Symbol;Acc:8759]
ENSG00000116721,1,PRAMEF1,2,PRAME family member 1 [Source:HGNC Symbol;Acc:28840]
ENSG00000116726,1,PRAMEF12,1,PRAME family member 12 [Source:HGNC Symbol;Acc:22125]
ENSG00000116745,1,RPE65,1,retinal pigment epithelium-specific protein 65kDa [Source:HGNC Symbol;Acc:10294]
ENSG00000116748,1,AMPD1,4,adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:468]
ENSG00000116783,1,TNNI3K,9,TNNI3 interacting kinase [Source:HGNC Symbol;Acc:19661]
ENSG00000116785,1,CFHR3,5,complement factor H-related 3 [Source:HGNC Symbol;Acc:16980]
ENSG00000116819,1,TFAP2E,1,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) [Source:HGNC Symbol;Acc:30774]
ENSG00000116824,1,CD2,2,CD2 molecule [Source:HGNC Symbol;Acc:1639]
ENSG00000116882,1,HAO2,4,hydroxyacid oxidase 2 (long chain) [Source:HGNC Symbol;Acc:4810]
ENSG00000116981,1,NT5C1A,1,"5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:17819]"
ENSG00000116983,1,HPCAL4,1,hippocalcin like 4 [Source:HGNC Symbol;Acc:18212]
ENSG00000116985,1,BMP8B,2,bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:1075]
ENSG00000116996,1,ZP4,1,zona pellucida glycoprotein 4 [Source:HGNC Symbol;Acc:15770]
